3,0,924.576721,-3020.998779,179.060608,923.887085,-3200.149902,169.501770,884.163208,-3040.889160,178.928864,1005.774353,-3041.050781,173.518997,2.479553,0.476837,21.512806,1.460314,-0.047684,9.350479,2.479553,-0.047684,21.739304,1.192093,0.381470,8.311868,-11.920929,-4.768372,-108.480453,-5.364418,2.384186,-35.613777,-13.113022,2.384186,-118.166206,-1.192093,0.000000,-22.053719
4,0,924.600159,-3020.993652,179.264862,923.901184,-3200.150391,169.591736,884.186646,-3040.889404,179.134445,1005.785950,-3041.047119,173.599960,2.348423,0.500679,20.425022,1.412630,-0.047684,8.997321,2.342463,-0.023842,20.557642,1.156330,0.357628,8.095800,-13.113022,2.384186,-108.778473,-4.768372,0.000000,-35.315750,-13.709068,2.384186,-118.166206,-3.576279,-2.384186,-21.606684
5,0,924.622498,-3020.989258,179.458237,923.914856,-3200.150635,169.678162,884.208679,-3040.889160,179.328156,1005.797363,-3041.043457,173.678680,2.229214,0.452995,19.337236,1.364946,-0.023842,8.642673,2.205372,0.023842,19.371510,1.144409,0.357628,7.872283,-11.920929,-4.768372,-108.778473,-4.768372,2.384186,-35.464764,-13.709068,4.768372,-118.613243,-1.192093,0.000000,-22.351742
6,0,924.643433,-3020.984131,179.640747,923.927979,-3200.150879,169.761063,884.229370,-3040.888916,179.510086,1005.808472,-3041.040039,173.755234,2.098083,0.500679,18.250942,1.311302,-0.023842,8.289516,2.068281,0.023842,18.192827,1.108646,0.357628,7.654727,-13.113022,4.768372,-108.629463,-5.364418,0.000000,-35.315750,-13.709068,0.000000,-117.868187,-3.576279,0.000000,-21.755695
7,0,924.663269,-3020.979492,179.812378,923.940552,-3200.150879,169.840378,884.248596,-3040.888428,179.680161,1005.819336,-3041.036377,173.829559,1.978874,0.476837,17.163158,1.257658,0.000000,7.931888,1.925230,0.071526,17.006695,1.084805,0.357628,7.432699,-11.920929,-2.384186,-108.778473,-5.364418,2.384186,-35.762787,-14.305115,4.768372,-118.613243,-2.384186,0.000000,-22.202730
8,0,924.681702,-3020.974609,179.973129,923.952698,-3200.150635,169.916153,884.266541,-3040.887451,179.838394,1005.829834,-3041.032715,173.901642,1.847744,0.476837,16.075373,1.215935,0.023842,7.577240,1.794100,0.095367,15.823544,1.049042,0.357628,7.209182,-13.113022,0.000000,-108.778473,-4.172325,2.384186,-35.464764,-13.113022,2.384186,-118.315216,-3.576279,0.000000,-22.351742
9,0,924.699036,-3020.969971,180.123001,923.964233,-3200.150391,169.988281,884.283142,-3040.885986,179.984787,1005.840210,-3041.029541,173.971497,1.728535,0.476837,14.987588,1.156330,0.023842,7.212162,1.657009,0.143051,14.640390,1.037121,0.333786,6.984174,-11.920929,0.000000,-108.778473,-5.960464,0.000000,-36.507843,-13.709068,4.768372,-118.315216,-1.192093,-2.384186,-22.500753
10,0,924.714966,-3020.965332,180.261948,923.975342,-3200.149902,170.056763,884.298340,-3040.884521,180.119354,1005.850220,-3041.026367,174.039032,1.597404,0.452995,13.895332,1.108646,0.047684,6.848574,1.519918,0.143051,13.455749,1.001358,0.309944,6.754696,-13.113022,-2.384186,-109.225510,-4.768372,2.384186,-36.358833,-13.709068,0.000000,-118.464233,-3.576279,-2.384186,-22.947788
11,0,924.729736,-3020.960449,180.390015,923.985901,-3200.149414,170.121521,884.312134,-3040.882568,180.242065,1005.859985,-3041.022705,174.104263,1.478195,0.476837,12.806058,1.055002,0.047684,6.476045,1.382828,0.190735,12.271107,0.977516,0.357628,6.522238,-11.920929,2.384186,-108.927490,-5.364418,0.000000,-37.252903,-13.709068,4.768372,-118.464233,-2.384186,4.768372,-23.245811
12,0,924.743286,-3020.956055,180.507126,923.995911,-3200.148926,170.182480,884.324585,-3040.880127,180.352921,1005.869385,-3041.019775,174.167068,1.353025,0.452995,11.710823,1.001358,0.071526,6.096065,1.245737,0.238419,11.086464,0.941753,0.309944,6.280839,-12.516975,-2.384186,-109.523537,-5.364418,2.384186,-37.997963,-13.709068,4.768372,-118.464233,-3.576279,-4.768372,-24.139881
13,0,924.755493,-3020.951172,180.613281,924.005310,-3200.147949,170.239563,884.335754,-3040.877930,180.451920,1005.878662,-3041.016602,174.227386,1.221895,0.476837,10.615587,0.941753,0.095367,5.708635,1.114607,0.238419,9.898842,0.929832,0.309944,6.031990,-13.113022,2.384186,-109.523537,-5.960464,2.384186,-38.743019,-13.113022,0.000000,-118.762253,-1.192093,0.000000,-24.884939
14,0,924.766541,-3020.947021,180.708435,924.014221,-3200.147217,170.292664,884.345459,-3040.875000,180.539047,1005.887512,-3041.013184,174.285110,1.102686,0.429153,9.515882,0.888109,0.071526,5.309284,0.971556,0.286102,8.712709,0.882149,0.333786,5.772710,-11.920929,-4.768372,-109.970566,-5.364418,-2.384186,-39.935112,-14.305115,4.768372,-118.613243,-4.768372,2.384186,-25.928020
15,0,924.776245,-3020.942139,180.792603,924.022522,-3200.145996,170.341629,884.353882,-3040.871826,180.614288,1005.896118,-3041.010498,174.340164,0.971556,0.476837,8.416176,0.828505,0.119209,4.896522,0.840425,0.309944,7.525086,0.858307,0.286102,5.504489,-13.113022,4.768372,-109.970566,-5.960464,4.768372,-41.276215,-13.113022,2.384186,-118.762253,-2.384186,-4.768372,-26.822090
